"event_id","name","description","group_id","group_name","start_time","end_time","utc_offset","venue_id","venue_name","venue_address","city","state","zip","lon","lat","yes_rsvp_count","location","geocoding_type"
"dtlxnpyxgbmb","ZUMBA GOLD - LOW IMPACT DANCE FITNESS","45MIN LOW IMPACT DANCE FITNESS IDEAL FOR TRUE BEGINNERS ACTIVE OLDER ADULTS OR THOSE RECOVERING FROM INJURIES 5 DROP IN 24 FOR 8 CLASS CARD",22608742,"F-I-TLife in Laurel",1523290500000,1523293200000,-14400000,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,5,"Washington_DC","City Based GeoCodes"
"242722146","The 80s 90s Throwback Party "," Well DMV we are doing it again If you missed the last one you better ask somebody Not a party but the Old School Party for the ages Southern Friends Family The Alumni Greek Network Waldorf Everything Crew and HBCU Greek Old School Professionals have all teamed up to take you back to the 80s 90s You name it DJ Que will play it This time he is doing it again R B Hip Hop Classics original Go -Go Miami Reggae and yes even the Perculator We are digging in the crates and taking you wwwaaayyyyy back Come out see old friends and meet new ones as we party network eat and have a ball Yes ask somebody about the food we are serving Get your tickets in advance if you can All old school outfits are encouraged Shake them off iron them and if you are a bama wear what you usually wear Jokes people ",18672648,"Waldorf Everything Fun Crew",1511031600000,1.511046e+12,-1.8e+07,25343455,"Houlihan's","6550 Loisdale Road","Springfield",NA,NA,-77.177856,38.777302,15,"Washington_DC",NA
"dvcnghyxkbzb","DTs Happy Hour","Every Thursday night the Dulles Triangles meet at the Sheraton Reston Hotel Cosmopolitan Lounge 2nd floor up the stairs when you enter the foyer for a casual happy hour from 7pm until about 9pm Meetup RSVP is not necessary Walk-in is always welcomed Ask for any Board member if you are are visiting us for the first time We'd like the opportunity to introduce you to some of the folks There are usually between 20 and 60 people who come to the happy hour each week You do not need to be a member to attend and it's a great way to meet new friends There is a group who typically meet in the Cosmo Lounge at 6 30 pm for dinner before happy hour and another group that goes out to eat afterward Please feel free to join us for that as well ",8234782,"Dulles Triangles",1532026800000,1532037600000,-14400000,13138002,"Sheraton Reston","11810 Sunrise Valley Drive","Reston","Vi","20191",-77.35434,38.949989,4,"Washington_DC",NA
"245530708","Sunday Funday Board Games Brunch","This will be a 1st A board games and brunch conveniently timed around Sunday Football Join us for a special Sunday Funday edition of Board Game night I'll bring my games and for those who just want to watch football by all means PLEASE COME We'll have beer and cider specials as well as 1 of the best brunch menus in Arlington 1st beer or/cider is on me Can't make this meetup Check out the other meetups in 2017 masked 45 AM Weekend WORKOUT UFC Gym masked 00 PM Cider Saturday Board Games Brunch masked 00 PM It's Just Dinner masked 00 PM BaR GAMES BOARD GAMES masked 45 AM Workout on the Weekend UFC Gym masked 00 PM Sunday Funday Board Games Brunch masked 00 PM BOARD GAME NIGHT Holiday White Elephant Edition masked 45 AM Weekend WORKOUT UFC Gym masked 00 PM Boxing Day Board Games TK's Family Tradition masked 00 PM BOARD GAME NIGHT Cookie Exchange masked 00 PM Super Chill No Frills New Year's Eve at Mister Days All of these events will be posted on multiple meetups so please RSVP once ",20318219,"Fun Times in the DMV ",1513517400000,1513526400000,-1.8e+07,14735352,"Arlington Rooftop Bar ","2424 Wilson Boulevard","Arlington","VA","22201",-77.088257,38.890472,8,"Washington_DC",NA
"tsjldlywkbqb","CALUG Meeting","For our July 12th meeting we will be getting together in a new location After many years at OmniTI Thanks again Keith we have moved to a new location thanks to one of our members Brandon We will now be hosted at the UMBC Training Center located at 6996 Columbia Gateway Dr 100 Columbia MD 21046 I do not have a speaker scheduled for this month and have not had time to create a new presentation If no one else volunteers I will be presenting on a topic that I have given in the past but will let you decide which one Please head over to SurveyMonkey to vote for the topic you would like to see again The monthly CALUG meetings generally have a volunteer speaker who gives a presentation generally lasting 45-60 minutes This length of presentation allows for Q A time from those in attendance The members are a friendly group and we welcome topic on Linux IT security and related fields of interest to the group When there is not a presenter we hold an open discussion meeting for members to talk about any topic which comes up Our meetings are held at the offices of the UMBC Training Center in Columbia MD From 6 30-7 00pm we enjoy some social time over pizza and soda sponsored by our friends at Aplura The presentations start about 7pm and last until they are done The meetings generally wind up about 9pm If you are presenting at a Con to your office want to practice your public speaking or just want to present on a topic that you are learning about please feel free to contact us If you would like to give a presentation please contact Chuck Frain to arrange a meeting to present at ",18293435,"Columbia Area Linux Users Group",1499884200000,1499893200000,-14400000,18233242,"UMBC Training Center","6996 Columbia Gateway Dr Ste 100","Columbia",NA,NA,-76.80088,39.177048,4,"Washington_DC",NA
"236304440","TED Talk and Trivia 2 Holiday Special","Hello everyone Mellow Mushroom has trivia night on Wednesday at 8 00 so we will arrive at 6 30 have some good discussions pertaining to the TED Talk posted while eating/drinking what you want to buy And then at 8 00 we can play trivia Also Mellow Mushroom is not a loud restaurant or crowded on Wednesdays for dinner so it will be perfect It's very important though that you watch the video beforehand because I will not show it at Mellow Mushroom This weeks video is I chose this one because it is the holiday season it's fun and has some good lessons Questions for this week are 1 Is there a part of this video that pertains to your life or story from your life that it makes you think of 2 What was your favorite part 3 What are you most passionate about during the holiday season I know everyone might/might not celebrate different holidays so this is a wide open question 4 What do you want to do as a result of seeing this video And a reminder the following rules apply like usual Please don't come to these with the goal of pushing your values on others please listen to and respect what everyone has to say Don't be afraid to be honest If you like to talk a lot please limit what you have to say and if you feel shy there's no need to say anything It's my goal to make this a positive experience for anyone and everyone Always feel free to share ideas for this group I hope this meetup is a group thing and not just a Tim thing Finally I'm keeping the RSVP number to 10 so PLEASE only RSVP if you truly want to go If it gets over the limit message me Thanks Tim",20794768,"NOVA 20s and 30s TED Talks Meetup",1.482345e+12,1482355800000,-1.8e+07,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,6,"Washington_DC","City Based GeoCodes"
"249611754","2018 Around The World Cultural Food Festival"," What we'll doWelcome to the second edition of the Around The World Cultural Food Festival Around the World Cultural Food Festival brings together diverse authentic living traditions from different countries around the world Our mission is to preserve and strengthen the culture of each country while presenting it to the public throughout the course of this event and give all the participants a chance to learn from one another and understand the cultural differences and similarities The event is free of charge and the public will have the opportunity to learn to eat to dance to shop to witness these vibrantly connected cultures and create their own connections with each and every single country presented in the event VIP Tickets are available for all our patrons who are eager to experience these delicious foods and do not want to stand in line waiting for their food for more than 5 minutes Plus the VIP tickets include all these other benefits VIP ticket includes Seated enclosed area where you can enjoy the food and watch the shows from under the shade of a large tent No more than a 5-7 minute wait VIP Line access to all food vendors 2 Free Soft Drinks of choice included VIP Tickets will be redeemed on site from the Organizer's Tent Kids 6 and under are free with parents ticket purchase no drinks included Please be reminded NO ALCOHOL is allowed in the VIP area there is an enclosed designated area for alcoholic beverages on site Tickets are limited so make sure you get yours now Tickets can be purchased online ONLY All sales are final This is a rain or shine event What to bringCash It's a festival so cash is always good to have Important to knowRSVP your FREE ticket with the link below ",27995952,"DMV Young Asians",1534600800000,1534618800000,-14400000,14536982,"Freedom Plaza ","Pennsylvania Ave and 14th Street","Washngton DC","DC","20004",-77.03195,38.895523,22,"Washington_DC","EVDB Geocoder"
"242163155","National Zoo to Dupont Circle 4 Miles","NOTE THE START TIME CHANGE TO 5 45 pm Please be a few minutes early no grace this time Although the zoo closes at 7 00 pm I realized we need to be inside the gate BEFORE 6 00 pm So we'll promptly head up Connecticut Ave to the zoo entrance a 10-minute walk then strut slink and slither past the critters to the lower gate saunter up the hill to Mount Pleasant and on to Dupont Circle via Meridian Hill Park U Street and scenic historic neighborhoods all at a moderate pace ",220319,"DC Metropolitan Hikers",1501782300000,1501789500000,-14400000,25196741,"Woodley Park-Zoo Metro Station ","Washington DC","Washington","DC",NA,-77.036873,38.907192,9,"Washington_DC",NA
"244911532","Book club happy hour at kapnos a delicious culinary adventure come when u can","Let's celebrate the new year friendship books trying a fabulous healthy happy hour/a delicious culinary delight of Greek gourmet food and book club having another great time together with a happy hour with special reduced prices Kapnos is one of the places to be with a famous chef and located in the wonderful U street/logan square area with delicious Greek food Kapnos is a Mike Isabella a very famous and fabulous chef for those who don't know outfit Happy hour features delicious Greek cuisine starting at 5 5 beer 6 dollar wine and 7 dollar famous and unique kegged lemonades with a kick Menu link It is located near the U Street metro on the green or yellow line and at the confluence of many metrobus services so it's an easy place to get to and back home from and if you want approximitely a 15 to 25 minute walk from the dupont metro and it's also walkable from columbia heights dupont logan circle u street adams morgan etc I had been wanting to try Kapnos since it opened and it finally started a happy hour that It's one of my favorite resturants and a divine delicious inexpensive happy hour tried that's definitely up to book club quality and it was wonderful and thus I'd like to share it with you all and go again You may bring a friend if you want Who can ask for more So let's catch up with book lovers we know already and get to know book lovers we don't already know with laughs good conversations eating discuss books we loved and those on our to read list etc I hope to see you then I hope you're having a great week We hope to see you on December 14th or perhaps before at our wonderful dc fun and stimulating book club and happy hour on January 3rd Best Robbie Susan",377906,"DC Fun Stimulating Book Club happy hours",1515000600000,1515012300000,-1.8e+07,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,10,"Washington_DC","City Based GeoCodes"
"hbxcpmywpbjb","Practice Speaking English at Westover","A comfortable place for non-native speakers to practice English This group is free and no registration necessary We meet every Monday that the Library is open For more information call masked or visit Westover Branch Library ",18256818,"English Conversation Class at Arlington VA Public Library",1509994800000,1510000200000,-1.8e+07,13747372,"Westover Branch Library","1644 North McKinley Road","Arlington","VA","22205",-77.141541,38.88715,3,"Washington_DC",NA
"nlkvjpyxgbdc","Play some pickup soccer","Same rules as always Carry a light and dark colored jersey Play cool No roughness and no crappy attitude Everyone is welcome to play You are welcome to contribute to the meetup by using the chip in option ",18801275,"Bethesda Pick Up Soccer",1524387600000,1524394800000,-14400000,7401602,"Norwood Park","4700 Norwood Drive","Bethesda","MD","20815",-77.093407,38.975273,16,"Washington_DC",NA
"242410627","Restaurant Week - Dinner at Hummingbird","Next Friday August 18th kicks off Restaurant Week so let's wind down the week with dinner at Hummingbird in Old Town Hummingbird is located in Hotel Indigo on the waterfront Street parking is available nearby as well as two parking garages Solo and Colonial on either side of the restaurant For those unfamiliar with Restaurant Week 35 gets you an appetizer entree and dessert Hummingbird describes themselves as coastal fare but the RW menu offers a pretty varied selection including a vegetarian entree option Restaurant Week Menu Regular Dinner Menu ",25117672,"California Girls in the DMV",1503083700000,1503094500000,-14400000,25392706,"Hummingbird","220 South Union St","Alexandria",NA,NA,-77.040596,38.802208,5,"Washington_DC",NA
"236795020","Foodies Super Bowl Party Free with RSVP - TEXT for bottle service","To secure your spot Grab your free ticket from the Eventbrite link RSVPing only on Meetup page doesn't allow you to attend the Event ABOUT THE EVENT Let us watch this historical game together We will have the whole venue by ourselves with a humongous projection screen and several TVs Drinks and food specials 4-6 pm Domestic Beers and Wings Pairings 1 0 Mer-Tini 8 Bottle Service Bottle of Ciroc with Chicken Platter 250 text masked I AM GAME METRO PARKING INFO Stonefish Lounge is half a block from Farragut North Metro Station take L Street Exit Also please take into account Metro's Safe Track Work Service Adjustments Check it onand plan accordingly Street parking might be difficult However if you plan to drive there is a PMI Parking Garage 1725 Desales St NW Washington DC 20036 20 for 12 hours It is a 24 hour and 7 days garage a href ",2939352,"Eating and Cooking in Our 20s and Early 30s",1486310400000,1486321200000,-1.8e+07,24227061,"Stonefish Lounge ","1708 L St NW","Washington ","DC",NA,-77.038811,38.903511,208,"Washington_DC",NA
"240185427","FREE FREE FREE Dance Therapy presents Dirty Dancing Latin style ","Dance Therapy presents Dirty Dancing Come out blow of some steam and LET LOOSE NOW W/ LARGER DANCE SPACE A dance party for Latin dance lovers NO COVER CHARGE FREE Salsa LESSON w/ DAVID NORTON and GIGI Party Robert Powell on the Congas Bongos DJ NOVA is back NEW TIME 8 30pm 9 30pm Salsa Lesson w/ David Norton GiGi 9 30pm -2am Open Dance Party Check Out Velocity 5 Sterling s Menu -",1446802,"Loudoun Latin Dance Party - Salsa Bachata Cha cha cha",1496521800000,1496541600000,-14400000,23788897,"Velocity 5","20789 great falls plaza","Sterling","VA",NA,-77.358002,39.040298,28,"Washington_DC",NA
"251682810","Dinner At El Tio","Join us for a fun evening at El Tio in Fall Church From sizzling fajitas to melt-in-your-mouth enchiladas Might want to have a frozen margarita or sangria with all that delicious Mexican f od Plenty of parking there is a lot next to restaurant Only Yes RSVPs Please remember to change your RSVP to NO if your plans change and you no longer can go ",233948,"Brunch and More 40 ",1530383400000,1530390600000,-14400000,25533568,"El Tio Grill","7630 Lee Highway","Falls Church",NA,NA,-77.209,38.87551,12,"Washington_DC","EVDB Geocoder"
"242066791","Labor Day Rooftop Party donating income b/n 6 9pm 4 victims of Hur Harvey ","Happy Labor Day Weekend We will be donating 100 income between 6 9pm for the victims of Hurricane Harvey COME JOIN US FOR A GOOD CAUSE Mellow Mushroom is a Funky art-filled pizzeria featuring craft beer calzones creative stone-baked pizzas Mellow Mushroom Pizza Bakers is a restaurant chain that was established in Atlanta Georgia as a single pizzeria in 1974 It operates as a restaurant franchise with over 150 locations throughout the United States Welcome to Southern Hospitality We booked the whole rooftop for this party Dress Code Dress to impress Event is free and 21 METRO PARKING INFO The closest metro station is Woodley Park/Adams Morgan Afterwards connect to The Circulator Bus Street Valet parking are available for ",412022,"NoVa Singles",1504461600000,1504472400000,-14400000,25277381,"Mellow Mushroom","2436 18th Street Northwest","Washington",NA,NA,-77.042519,38.921589,82,"Washington_DC",NA
"nxlrnnywlblc","Tales from the Yawning Portal HC","Weekly game Popps is running Note The table is full on members should that status change so will this message",15973912,"Gamers of CardBoard Gaming",1503943200000,1.503954e+12,-14400000,15446832,"CardBoard Gaming","8274 Telegraph Rd","Odenton","MD","21113",-76.694977,39.096104,8,"Washington_DC",NA
"246305893","Resolution Party Kabin free with RSVP on Eventbrite ","To secure your spot grab your ticket from the Eventbrite link RSVPing only on the Meetup page doesn't allow you to attend the Event There would be cover charge at the door ABOUT THE EVENT This would be our NEW YEAR'S RESOLUTION PARTY where we take a look of our resolutions once again with sober mind My resolution is to party harder and here I go We booked the bar area for this party Dress Code Dress to impress Event is free and 21 We will have specials including the usual suspect Mer-Tini Come one come all this is the most friendliest event you have ever attended Feel free to invite your friends They don't necessarily have to be a member Kabin made me feel loved and honored by serving one of my signature drinks Mer-Tini METRO PARKING INFO Kabin is half a block from Dupont Circle Please take 'Dupont South' Exit Also please take into account Metro's Weekend Track Work Service Adjustments Check it on and plan accordingly Street parking might be difficult However if you plan to drive there is a parking garage on 1900 M St NW Washington DC 20037 for 8 after 5 pm till 4 am ",1677141,"DC Young Biz Pros",1.51578e+12,1515790800000,-1.8e+07,25627313,"Kabin Lounge","1337 Connecticut Avenue Northwest","Washington",NA,NA,-77.042091,38.908314,8,"Washington_DC",NA
"rchqmlyxjbhb","Rehabbing For BIG Profit","So how's this all work then you might ask With the buying and fixing and the flipping well sorry it's a secret NOT Come on out to this month's CAZA Investor Network Meetup and we'll tell you all about it We'll review the topics we've covered so far this year on wholesaling rehabbing and even touch on rentals then we'll SHOW you how we're doing it We'll look at a recent rehab project and discuss how we found it how much we spent to renovate it and how much we made or lost when we sold it spoiler alert she's a winner with listing data photos and more Part inspiration part education and part terrible stand-up comedy The CAZA Investor Network is THE place to be if you're interested in investing in real estate We'll see you there ",410832,"CAZA Real Estate Investor Network Reston VA ",1528225200000,1.528236e+12,-14400000,908674,"Keller Williams Office","11700 Plaza America Dr ","Reston","VA","20190",-77.34992,38.952396,10,"Washington_DC",NA
"240379204","June Meeting QUEER THERE AND EVERYWHERE by Sarah Prager","Hello The group's next meeting will take place onJune 14 at 7 30 p m and the group will be discussing QUEER THERE AND EVERYWHERE by Sarah Prager AN UPDATE The author plans to drop in on the chat remotely and participate for part of the group's June discussion of her work Sarah has attended the Lez Read book group herself and we're delighted to welcome her back She will also be reading from her book at an event at P P on June 8 You can learn more event details here Hope to see you all soon ",1799824,"Lez Read",1497468600000,1497479400000,-14400000,1565429,"Politics Prose Bookstore and Coffeehouse","5015 Connecticut Ave NW","Washington","DC","20008",-77.069839,38.955467,9,"Washington_DC",NA
"wgdpvmywlbzb","Saturday Competitive strong Doubles Tennis - For Players 3 5/4 0","PLEASE READ THE INFORMATION BELOW BY SIGNING UP YOU ARE AGREEING TO THE FOLLOWING STIPULATIONS/ POLICIES Please bring a new can of balls If it rains the event is cancelled ATTENDANCE POLICY CHANGING YOUR RSVP LATER THAN 9pm FOR WEEKEND EVENTS COUNTS AS A NO SHOW particularly when the event is full 2 no shows OR late cancellations result in the penalty described in the pages above monetary fines or removal from the group for a year SKILL LEVEL POLICY Open only to players that are 3 5 skill level and above This level means 1 you have consistency in all the main strokes ground strokes volleys serve and lob and 2 you practice correct doubles tennis positioning and in particular that you play at the net and DON'T HANG OUT AT THE SERVICE LINE or the area right behind that no man's zone Correct net position is crucial when playing against 2 players Good doubles tennis is all about getting 2 players at the net when possible These expectations are aligned with the USTA 3 5 rating description have achieved improved stroke dependability with directional control on moderate shots but need to develop depth and variety You exhibit more aggressive net play have improved court coverage and are developing teamwork in doubles In comparison with 3 0 and lower the USTA description says that 3 0 players are usually one up and one back So MORE AGGRESSIVE NET PLAY for 3 5 level means that BOTH players try to play and stay at the net when feasible DOUBLES STRATEGY POLICY To facilitate good doubles tennis we have these FOUR BASIC EXPECTATIONS ABOUT COURT POSITION This is how the pros play so if you watch pro doubles you will see these things in practice 1 ON OFFENSE when your partner serves YOU MUST PLAY AT THE NET which is about midway between the service line and the net Moving too close makes you vulnerable to lobs remaining back at the service line means you will miss opportunities to hit quick powerful angled and downward volleys and it makes you vulnerable to shots at your feet and passing shots 2 ON DEFENSE when your partner receives the serve YOU MUST BEGIN TO PLAY AT OR SLIGHTLY BEHIND THE SERVICE LINE AND THEN IMMEDIATELY MOVE FORWARD TO THE NET POSITION IF AND WHEN THE RETURN CLEARS THE OPPOSING NET PLAYER For a second serve depending on the skill of the other players server returner and net player you may start out a step or two closer to the net 3 WHEN YOU ARE IN THE BACKCOURT YOU ARE EXPECTED TO LOOK FOR OPPORTUNITIES TO MOVE FORWARD to the offensive net position For example after moving in to hit a shot near the service line you should continue moving forward a few steps rather than retreat many steps 4 WHEN YOUR PARTNER COMES TO THE NET NEVER RETREAT TO THE BACK COURT immediately at least You may move back a few steps to near the service line or a slightly behind e g if you anticipate a lob but don't retreat to the baseline area or no man's zone We can help you to learn the correct positioning but you must stay aware of the above 4 expectations and accept feedback about these things if you don't practice them If you have evidence that tennis pros are teaching something other than this send me Don the You Tube or other link ",2751102,"Arlington Fun Tennis",1503132300000,1503143100000,-14400000,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,8,"Washington_DC","City Based GeoCodes"
"pbqrvmywkbvb","Play Free Poker at TGIF King Street 8 and 10 pm Sundays ","Join us on Sundays at 8 and 10 pm Inaugural night of poker will be Sunday March 19th Free poker tournaments with a gift certificate prize to the winner of each game New players especially welcome Extra 5k in chips added to your 10k starting stack for both games This venue is taking over for Faccia Luna Bonus chips 2k for RSVP on Meetup com 1k for registering online at a www worldtavernpoker com /a 1k for arriving early and 1k for purple chip/wearing World Tavern poker gear This is the perfect game for those of you who like the late night poker action ",6502002,"Free World Tavern Poker Tournaments Northeast Virginia",1500235200000,1.500246e+12,-14400000,25149266,"TGI Fridays","4650 King Street","Alexandria","VA","22302",-77.108406,38.841911,4,"Washington_DC",NA
"238568277","Intergenerational Dialog on Race and Class","All generations all races and ethnicities are invited to join us at WestminsterDC for an Intergenerational dialogue We are indeed living in interesting times It is clear that our multiple generations and our socio-economic divisions have differrent interpretations and experiences of race and class It is also clear that all of us are in some respects blinded by the systemic and structural nature of white supremacy and its racist and classist shadow We cannot effectively overcome with division and misunderstanding and it is imperative that we carve a way forward together looking back for clues and moving forward fully informed Please join us in this important conversation All are welcome ",1742074,"An Emerging Christianity Conversation in DC",1493481600000,1493488800000,-14400000,1511683,"Renaissance Hall Westminster Presbyterian Church","400 I ST SW","Washington","DC","20001",-77.018394,38.87925,6,"Washington_DC",NA
"dvsjmhywcbhc","Wednesday Crystal City Run 50 min","NEW TIME The time for this meetup has been moved back to 7 00PM for Spring and Summer NEW LOCATION Meet at the entrance of the trail right across from 1750 Crystal Dr / Morton's Steakhouse Link to location on map On Wednesday let's meet at 6 50pm and do a 50 min run leaving at 7 00pm You're welcome to do more if you'd like Meeting Point Meet at the entrance of the trail right across from 1750 Crystal Dr / Morton's Steakhouse Let's run on the Mt Vernon Trail Just before the run we decide whether we'll go NORTH DC or SOUTH Old Town on the trail Once we're done we meet back up at the Crystal City Water Park All paces are welcome We run by time not speed so bring a watch to monitor your time and turn around at the halfway time point If you need to run/walk that's ok We average anywhere between 7-13 minute/per mile pace First Time Start out slow to find someone around your pace The different paces tend to automatically gather so you won't be alone Metro Crystal City on Blue/Yellow lines 2 blocks from metro exit Post-Run A lot of times we have a little social outing after the run You can bring a change of clothes if you'd like though most people just go as is We'll finish up the run meet back at the Water Park pick up our wallets and walk to wherever we decided to go for drinks/dinner If you have a suggestion for a place to check out let us know ",1308084,"I Run You Run",1485370800000,1485381600000,-1.8e+07,17117172,"Crystal City Shops","1750 Crystal Dr next to Morton's Steakhouse ","Arlington","VA",NA,-77.106773,38.879971,13,"Washington_DC",NA
"csbdflywfbsb","Northern Virginia Business Referral Roundtable Networking Lunch","This is a business lunch with opportunity to network share referrals and do business with some of the Best of the Best entrepreneurs business owners and sales reps We are a group of professionals looking to build each other's businesses improve sales and become more profitable through business fellowship leadership and networking We are an independent Business Networking Organization although we run our meeting similar to International Business Networking Groups We meet Tuesday's from 11 30- 1 00 at Carrabas Italian Grill Centreville VA In attendance will be a dynamic group of top peak producing business owners sales reps and entrepreneurs who are looking to meet you I'm looking forward to building strong strategic referral relationships that lead to huge profits for all members Darren Marquardt the Marquardt TeamRealtor GRI ABRLong Foster Realtors masked www YourRealtorForLife netfriend me on Facebookby the way my goal is to help 100 families buy a home sell a house or purchase real estate as an investment Who do you know that you can refer to me that could benefit from my teams exceptional services and expertise Your Realtor For Life Always exceeding expectations ",7887712,"Northern VA Business Networking",1.489491e+12,1489496400000,-14400000,23565573,"Carrabba's Italian Grill","5805 Trinity Pkwy","Centreville",NA,NA,-77.44117,38.83905,6,"Washington_DC",NA
"236302514","January planning meeting","We'll be planning for 2017 including our upcoming event on February 9 on racial justice Proposed agenda 1 Welcome to new members and introductions 2 What events do we want to have in 2017 3 Discussion of February 9 event 4 Review of December write-a-thon 5 Send urgent actions/letters Feel free to bring some - We're a local group of Amnesty International Amnesty is a global movement of people fighting injustice and promoting human rights We meet once a month on the second Thursday of the month in Arlington VA although we're open to other meeting locations We're also on Facebook Please feel free to like the page and post anything you want to share As always new members are welcome and encouraged If you have any questions message Gay Nancy or Heather the Meetup organizers ",21558276,"Amnesty International of Northern Virginia",1484249400000,1484254800000,-1.8e+07,1482136,"Cosi - Virginia Square / FDIC building","3503 Fairfax Dr","Arlington","VA","22226",-77.102546,38.883795,10,"Washington_DC",NA
"234907544","Community Service - ANP Sugarland Run Cleanup","Come join us as we give back to the community by picking up trash and hauling out miscellaneous debris from the Algonkian Nature Preserve ANP at Algonkian Regional Park The focus of our efforts will primarily be the ANP which includes the lower part of Sugarland Run But depending on the turnout we'll also turn our attention to the Sugarland Run stream valley between Algonkian Parkway and the ANP all of which is part of Algonkian Regional Park We'll be meeting at 9 00AM at the Woodlands trail head in the gravel parking lot off to the right just before you enter the park boat launch area Be sure to bring some sturdy boots or trail shoes work gloves long pants and a top that you don't mind getting dirty A small day pack for water and whatever else you want with you would also be a good idea The park will provide plenty of trash bags and some trash pickers If you happen to have your own trash picker please bring it along After a hard half days work a visit to the Bungalow Lakehouse 46116 Lake Center Plaza Sterling VA 20165 is planned ",9883482,"Let's Take a Hike from Suburbia",1.479546e+12,1479560400000,-1.8e+07,24771762,"Algonkian Regional Park Boat Ramp","47001 Fairway Dr ","Sterling ","VA",NA,-77.374886,39.059277,7,"Washington_DC",NA
"236023088","Cineforum Italiano CANCELED","DUE TO TECHNICAL DIFFICULTIES AT CASA ITALIANA THIS EVENT IS CANCELLED La Dolce Vita the good life is a 1960 Italian comedy-drama film directed and co-written by Federico Fellini The film follows Marcello Rubini Marcello Mastroianni a journalist writing for gossip magazines over seven days and nights on his journey through Rome in a fruitless search for love and happiness It is a cautionary tale of a man without a center The film is structured as a series of nights and dawns of descents and ascents La Dolce Vita won the Palme d'Or Golden Palm at the 1960 Cannes Film Festival and the Oscar for Best Costumes This is one of the most critically acclaimed films of all time Trama Marcello Rubini un giornalista romano che s'occupa di servizi scandalistici ma coltiva l'ambizione di diventare scrittore Cinico e disincantato protagonista di sette episodi che narrano la dolce vita della Roma a cavallo tra gli anni cinquanta e sessanta Genre Comedy Drama Director Federico Fellini Released 1960 Duration 2h 54min In Italian with English subtitles Progetto per l'evento 6 00 pm Sign in enjoy complimentary snacks Casa Italiana will be selling wine soda and water as usual 6 15 pm Program begins with introductions and film 8 00 pm The film will be followed by short discussion in the theater Prezzo 10 at the door Trailer ",85466,"Passatempo",1483898400000,1483909200000,-1.8e+07,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,9,"Washington_DC","City Based GeoCodes"
"dvvnwcywkbzb","Greenbelt Toastmasters Meeting -- All Welcome ",NA,1853161,"Greenbelt Toastmasters",1500492600000,1.500498e+12,-14400000,7127602,"Greenbelt Community Church","1 Hillside Rd","Greenbelt","MD","20770",-76.875565,39.004875,9,"Washington_DC",NA
"240583311","Sweet Summer Series with J Play","The Bender JCC with be partnering up with PJ Library on its 4th annual Sweet Summer Series There will be discounts on frozen treats crafts socializing and PJ Library storytime Cost Free plus the cost of ice cream Please pre-register so that we can know how many people to expect You ll get a thank you gift at the event for doing so Register at For more information contact Jennifer Radosh at masked or masked ",18557880,"J Play Bender JCC PJ Library ",1499880600000,1499884200000,-14400000,24594552,"Tutti Frutti Frozen Yogurt ","11802 Rockville Pike","Rockville","MD",NA,-77.115372,39.049839,8,"Washington_DC",NA
"rjwzcpyxcbxb","'Braving the Wilderness' by Brene Brown book group","Monthly book/discussion group exploring themes from Brene Brown's latest book Braving the Wilderness The Quest for True Belonging and the Courage to Stand Alone This meeting we will discuss Chapter 1 'Everywhere and Nowhere'- Chapter 2 'The Quest for True Belonging' We all experience moments that when left unspoken and unresolved send us searching desperately for belonging and settling for fitting in Belonging so fully to yourself that you re willing to stand alone is a wilderness an untamed unpredictable place of solitude and searching It is a place as dangerous as it is breathtaking a place as sought after as it is feared The wilderness can often feel unholy because we can t control it or what people think about our choice of whether to venture into that vastness or not But it turns out to be the place of true belonging and it s the bravest and most sacred place you will ever stand Brene Brown Q A for Chapters 1 2 video The primary book we're reading is 1 NY Times Best Seller Braving the Wilderness The Quest for True Belonging and the Courage to Stand Alone by Brene Brown Amazon com link to the Braving the Wilderness book No food allowed only bottled water allowed in library 2 hour free parking validation left side of library lobby entrance for parking garages A B C 2 00 flat fee all evening parking available at Montgomery County garage on Monroe St near E Montgomery Ave intersection Specific study room will be listed in comments section the week of the meeting For those wanting dinner before there are food options nearby Dawson Market has a Hot Bar eating cafe area and there are several pretty good Happy Hours ie Bar Louie La Tasca Thai Pavilion Bon Chon Dawson Market etc In the case of room space limitations RSVP preference will be given to regular attendees ",18196459,"Gaithersburg Spiritual Events",1.516302e+12,1516309200000,-1.8e+07,24199890,"Rockville Memorial Library Study Room 2nd Floor ","21 Maryland Avenue","Rockville","MD",NA,-77.151237,39.086655,7,"Washington_DC",NA
"qltfjgyxcbnb","Franconia Orators 1st Monthly Meeting ",NA,1366570,"Franconia Orators Toastmasters Meetup Group of Northern VA",1515612600000,1515617100000,-1.8e+07,7616492,"Mark Twain Middle School","4700 Franconia Road","Alexandria","VA","22310",-77.113937,38.790684,5,"Washington_DC",NA
