"","X","SEZ2011","dep_class_7.x","rand_base","density","spatial_lag","spatial_lag_square","dep11.x","dep01.x","calls","entropy","eigen_cent","page_rank","region_based_rate","commercial","third_places","comm_service","closeness","betweenness","dep01.y","dep11.y","dep_class_3","dep_class_5","dep_class_7"
"314",314,151460003002,2,-0.178671,0.006274,0.068803,0.184279,0.356428,-0.996204,6510.77086,0.820372,0.000121,4.3e-05,0.001371,NA,NA,NA,2.70299339271683e-09,870779.7692435,-0.996204278980519,0.356428312571866,"2","3","4"
"315",315,151460003151,2,-0.270149,0.002928,0.074344,0.13863,-1.019719,0.370551,59249.984282,0.865018,0.001091,0.000171,0.009583,NA,NA,NA,2.95420539286769e-09,961194.822215809,0.370550675189028,-1.01971920249583,"2","3","4"
"316",316,151460003477,2,0.264014,0.014094,0.343893,0.343925,0.094443,0.343925,42616.560939,0.84248,0.000694,0.000133,0.005978,NA,NA,NA,3.10847793747662e-09,1768047.15178906,0.343925491999283,0.0944428800669287,"2","3","4"
"317",317,151460003370,2,-1.112846,0.022248,-1.371853,-1.372051,-1.506164,-1.372051,17896.018695,0.827948,0.000298,7e-05,0.003671,NA,NA,NA,2.82821440428543e-09,639808.677851104,-1.37205128328909,-1.50616385986236,"2","2","2"
"318",318,151460003373,NA,-0.499253,0,8e-06,0,NA,NA,114229.018206,0.844829,0.001648,0.000306,0.017621,NA,NA,NA,2.88822482976166e-09,862725.048630433,NA,NA,NA,NA,NA
"319",319,151460002699,2,-0.74885,0.005964,2.58287,2.583164,1.537243,2.583164,7456.452291,0.851655,1e-04,4.2e-05,0.001332,NA,NA,NA,3.19434460588823e-09,1216225.29341278,2.58316391988194,1.5372433465871,"2","3","5"
"320",320,151460003188,2,0.861006,0.00994,0.291736,0.291754,-1.182804,0.291754,70072.778683,0.850566,0.001042,0.000196,0.009547,NA,NA,NA,2.86694823027097e-09,1202781.23894923,0.291754004374364,-1.18280384834406,"2","3","3"
"321",321,151460003542,2,1.286978,0.047781,0.077516,0.367094,-0.860063,-0.59699,36358.770743,0.852282,0.00052,0.000124,0.005515,NA,NA,NA,2.93966038160551e-09,1019483.27756963,-0.596990298977391,-0.860062810112349,"2","3","4"
"322",322,151460000288,2,0.630796,0.008627,0.073828,0.058517,0.104025,0.370926,35619.884028,0.834154,0.00079,0.000112,0.004016,2.296471,1.682356,0,3.38243668979183e-09,1828053.66701299,0.370926130226391,0.104025179160023,"2","3","4"
"323",323,151460003577,2,0.73862,0.023041,-0.59792,-0.597974,0.496687,-0.597974,49371.481616,0.867192,0.000769,0.000154,0.004476,NA,NA,NA,3.24611461864678e-09,1462991.56219903,-0.597973565240798,0.496687285489445,"2","3","4"
"324",324,151460002696,2,-0.082357,0.011538,0.068651,0.109125,0.478011,0.62189,33680.085482,0.844934,0.000485,9.6e-05,0.003346,0,0,0.505758,3.2691222513058e-09,2005563.53376957,0.621889880087392,0.478011219140656,"2","3","4"
"325",325,151460002934,2,0.303833,0.018774,0.39408,0.394139,-0.912482,0.394139,50036.494525,0.82754,0.000727,0.000163,0.00492,NA,NA,NA,2.92675208655503e-09,993614.346921633,0.394139070352496,-0.912481595899418,"2","3","4"
"326",326,151460003372,NA,0.482843,0,0.07234,0.148756,NA,NA,39795.811819,0.823249,0.000522,0.00012,0.015527,0,0.576984,0,2.87029628705956e-09,743774.891855011,NA,NA,NA,NA,NA
"327",327,151460003514,2,-0.178216,0.037729,0.079029,0.436229,-1.011044,-0.935363,41404.695418,0.87008,0.000653,0.00014,0.003989,0,0.576984,0,3.11460483793178e-09,1136964.90312332,-0.935363252694887,-1.0110440071894,"2","3","4"
"328",328,151460003263,2,0.720914,0.015587,0.075526,0.171568,0.689217,-0.496005,5993.838179,0.832721,7.6e-05,4.1e-05,0.001799,NA,NA,NA,2.88139101565711e-09,471045.215585628,-0.496004578137579,0.689217347211238,"2","3","5"
"329",329,151460002951,2,-0.68679,0.038096,0.044789,-0.055533,-1.197907,NA,17334.742046,0.830138,0.000274,7.2e-05,0.002027,NA,NA,NA,2.8654499242096e-09,1127198.19864484,NA,-1.19790747739559,"2","3","3"
"330",330,151460000303,2,-2.806552,0.007496,0.060273,0.051413,0.196067,1.894444,162325.512631,0.862502,0.002716,0.000397,0.011315,0,2.138985,0.337172,3.19754845466813e-09,1794091.42911863,1.89444408708742,0.196066906170091,"2","3","4"
"331",331,151460002722,2,-0.645585,0.024768,0.042794,-0.213247,-1.126868,-0.883473,62038.993092,0.849563,0.000977,0.00018,0.006852,0,0.281972,0,3.17619136382994e-09,1409180.73103467,-0.883473238259421,-1.12686755168776,"2","3","4"
"332",332,151460002698,2,-1.204521,0.002393,0.05112,-0.080263,0.39643,1.889146,8606.36298,0.84151,0.000123,4.2e-05,0.001082,0,0,0,3.23137249935721e-09,1804086.1198622,1.88914593623403,0.396430466252987,"2","3","4"
"333",333,151460002672,2,-0.284802,0.025515,0.068074,0.037738,0.145324,0.58471,31857.172757,0.856011,0.000497,9.4e-05,0.003772,NA,NA,NA,3.33446202888284e-09,2557087.96692215,0.584709742754733,0.145323795114288,"2","3","4"
"334",334,151460000209,2,0.92663,0.011352,0.090612,0.126832,0.310473,0.477289,150277.391149,0.826424,0.003616,0.000398,0.021187,NA,NA,NA,3.28884613225361e-09,1383463.02761537,0.477288827871407,0.310472578132027,"2","3","4"
"335",335,151460003353,2,0.209454,0.035055,0.065195,0.109637,-1.71659,-1.757829,16472.156159,0.831723,0.000232,6.7e-05,0.003157,NA,NA,NA,2.92922506019988e-09,801381.772282981,-1.75782870308924,-1.71659016583314,"2","2","2"
"336",336,151460002578,2,0.869334,0.019481,0.068024,0.12064,-1.455786,-1.392934,16210.665616,0.829865,0.000247,7e-05,0.001971,NA,NA,NA,2.78711294775241e-09,749451.784109428,-1.39293365638436,-1.45578621573769,"2","3","3"
"337",337,151460002168,2,-0.55624,0.021475,0.062795,0.292646,-1.180823,-0.891357,35116.177235,0.882242,0.000405,8.5e-05,0.003992,0,0.422958,0,3.11266432268116e-09,1717597.4931628,-0.891356689306393,-1.18082260439945,"2","3","3"
"338",338,151460002074,2,-0.353298,0.047971,-0.724886,-0.724949,-0.957679,-0.724949,13822.015995,0.865221,0.000141,4.6e-05,0.001954,0,0,0,2.99563270471271e-09,745020.723472733,-0.724948609380664,-0.957678586583578,"2","3","4"
"339",339,151460002484,2,0.7601,0.044859,0.558233,0.558323,0.493754,0.558323,14739.867858,0.840891,0.000231,5.9e-05,0.002686,NA,NA,NA,2.16053833948312e-09,256566.532566611,0.558322614903069,0.493753506356092,"2","3","4"
"340",340,151460002118,2,-0.722299,0.032614,0.049079,0.01882,0.306528,0.436706,22947.408388,0.865824,0.000324,7.4e-05,0.005853,NA,NA,NA,2.89943685154859e-09,1089030.76925367,0.436705539370745,0.306528197277245,"2","3","4"
"341",341,151460002201,2,-1.237341,0.007278,0.040155,-0.152541,0.104396,1.966026,7005.16411,0.877525,0.000112,3.9e-05,0.001642,NA,NA,NA,3.25389758272616e-09,485397.688253423,1.96602603775032,0.104396061971521,"2","3","4"
"342",342,151460002777,2,-0.075208,0.019457,0.07781,0.146373,0.326184,0.473233,14480.885767,0.855398,0.000221,5.6e-05,0.001465,NA,NA,NA,2.57510978871511e-09,764316.503014072,0.473232576220757,0.326183505444158,"2","3","4"
"343",343,151460000586,2,0.86879,0.003074,0.058967,-0.029576,1.756791,1.885651,79171.909935,0.85886,0.001406,0.000192,0.008272,0,0,0,3.02378289329082e-09,1023244.59677822,1.88565145880611,1.75679073799879,"2","3","5"
"344",344,151460002056,2,0.248156,0.036984,-0.755842,-0.755935,-0.804955,-0.755935,13333.22883,0.863845,0.00017,5.5e-05,0.002117,NA,NA,NA,2.86149070897667e-09,1141312.05476999,-0.755935152285055,-0.804955379206901,"2","3","4"
"345",345,151460002558,2,1.159454,0.025875,0.065097,-0.003301,0.392446,-1.002727,31387.021089,0.809195,0.000541,0.000118,0.006988,NA,NA,NA,2.80000357369733e-09,654543.673069913,-1.00272684783857,0.392446401262153,"2","3","4"
"346",346,151460002127,2,-0.38113,0.028297,0.051965,-0.051931,0.300909,0.481824,27941.876743,0.869485,0.000469,8.8e-05,0.004123,NA,NA,NA,3.06482840364469e-09,1283876.7105682,0.481823611486929,0.300908924849789,"2","3","4"
"347",347,151460002614,2,-1.010123,0.019203,0.078451,0.257553,-1.130102,-1.058653,58833.442855,0.890397,0.000811,0.000131,0.00577,0.360325,1.857013,0,3.25284504412131e-09,2943877.14957967,-1.05865289291524,-1.13010177164391,"2","3","4"
"348",348,151460002637,2,1.40546,0.017625,0.04169,-0.19295,0.461664,0.442534,43409.742517,0.856041,0.000693,0.000113,0.005922,NA,NA,NA,3.10649535144218e-09,1333024.67001612,0.442534334579254,0.461664033329171,"2","3","4"
"349",349,151460000575,2,0.078255,0.009701,0.072393,0.014277,0.245567,-0.83074,200859.68174,0.865143,0.003967,0.000461,0.01356,0,1.677617,0,3.00651954664719e-09,1620999.65208357,-0.830739552121342,0.245567474267267,"2","3","4"
"350",350,151460002644,2,0.08349,0.006501,0.113343,0.529722,-1.034888,-0.748503,103552.756223,0.852926,0.001611,0.000249,0.010396,NA,NA,NA,3.0326107472928e-09,1093761.2044458,-0.748502782456363,-1.03488765176501,"2","3","4"
"351",351,151460002545,2,0.207154,0.050153,0.491385,0.491441,0.459534,0.491441,25728.637288,0.841695,0.000384,8.8e-05,0.003366,0,1.677617,0,2.58146116522952e-09,777061.34073221,0.491440748560014,0.459533984759683,"2","3","4"
"352",352,151460002088,2,-0.262835,0.013025,0.072056,0.186618,0.544534,0.812158,60603.317022,0.859778,0.000944,0.000162,0.013058,NA,NA,NA,2.90902221692003e-09,712207.133432756,0.812157607714268,0.544534230716224,"2","3","5"
"353",353,151460002857,2,-0.630855,0.004351,2.076769,2.077129,0.478068,2.077129,23249.967361,0.819204,0.000396,9.2e-05,0.006468,NA,NA,NA,2.7510933239822e-09,688441.920233391,2.07712865664927,0.478067906533347,"2","3","4"
"354",354,151460002761,NA,-0.821348,0,0.048727,-0.06738,NA,NA,63160.889608,0.852121,0.000974,0.000174,0.006719,NA,NA,NA,2.76295470232747e-09,796677.681675787,NA,NA,NA,NA,NA
"355",355,151460002810,2,-0.158819,0.027385,0.021329,-0.238474,0.488566,0.598619,8644.922841,0.811324,0.000141,4.8e-05,0.001745,0,0.576984,0,2.71159311980878e-09,528369.218098193,0.598619044119933,0.488565930594784,"2","3","4"
"356",356,151460002131,2,0.977108,0.017685,0.054054,-0.196805,0.281897,-0.788318,56610.198885,0.872229,0.000945,0.000156,0.009696,0,0.845917,0,3.0102182246985e-09,1240381.50102473,-0.788317638657878,0.281896543671048,"2","3","4"
"357",357,151920000076,2,0.192577,9.6e-05,0.071182,0.066768,1.994704,2.038776,65886.483848,0.877167,0.000928,0.000102,0.009436,NA,NA,NA,2.37802795078493e-09,507586.20551204,2.03877615702434,1.99470359626917,"2","4","6"
"358",358,151460002887,2,0.101579,0.008136,0.057557,-0.122693,0.219242,0.406857,138234.327401,0.84509,0.002222,0.000367,0.014692,NA,NA,NA,2.91488941287741e-09,771765.595292554,0.406856557822103,0.219241944555353,"2","3","4"
"359",359,151460002046,2,-0.103996,0.025679,0.074018,0.154677,-0.999394,0.30785,8165.677421,0.802325,8.4e-05,4.1e-05,0.002452,NA,NA,NA,2.77203717561335e-09,750199.15997082,0.307850148729921,-0.999394077558069,"2","3","4"
"360",360,151460002106,2,0.10744,0.010113,0.079713,0.03866,-0.98732,0.59945,63018.632288,0.871351,0.000778,0.000147,0.00965,2.091927,0,0,2.85072357791703e-09,659434.242273505,0.599450291148758,-0.987319838633045,"2","3","4"
"361",361,151460000621,2,0.440391,0.018378,0.460813,0.460845,0.230395,0.460845,25526.131891,0.892626,0.000382,7.5e-05,0.003161,1.361693,0,0,3.21502512011547e-09,1373709.81457003,0.460845308825798,0.230395241039228,"2","3","4"
"362",362,151460002796,2,-1.001368,0.000688,0.043435,-0.010604,1.817212,0.56615,24035.613153,0.841468,0.000397,8.2e-05,0.003182,NA,NA,NA,2.8548416311534e-09,774451.068149011,0.566149981271772,1.81721223207813,"2","3","5"
"363",363,151460002735,2,-1.101025,7.2e-05,0.070197,0.077528,0.907313,NA,37242.25664,0.83783,0.000584,0.00011,0.006998,NA,NA,NA,2.81239997727858e-09,767368.55099526,NA,0.907313354232264,"2","3","5"
"364",364,151460002750,2,-0.245515,0.016802,0.062977,0.060717,-1.509581,-1.441456,28159.094412,0.79796,0.000381,0.000122,0.007528,NA,NA,NA,2.65584257469395e-09,460760.357856001,-1.4414563798821,-1.50958106143807,"2","2","2"
"365",365,151460002549,2,1.086097,0.009767,0.076861,0.148228,-1.299393,-1.29654,65221.540617,0.82928,0.000971,0.000204,0.008967,NA,NA,NA,2.82790394527005e-09,873219.122166571,-1.29653956763011,-1.29939336442908,"2","3","3"
"366",366,151460000547,2,-0.944922,0.003035,0.063171,0.004414,1.700848,1.552195,235666.587037,0.831805,0.006509,0.000555,0.024004,0,0,2.312916,3.10541212208744e-09,1135969.55831384,1.55219468652065,1.70084834908604,"2","3","5"
"367",367,151460002522,2,2.039125,0.036969,0.138273,1.425791,0.330897,0.444277,21552.431333,0.842122,0.000367,7.1e-05,0.003773,0,1.153967,0,2.94633983052202e-09,2159032.52953908,0.444276526258925,0.33089720774502,"2","3","4"
"368",368,151460002885,2,-0.365256,0.007145,0.063739,0.103244,-0.984112,-0.793241,100724.024558,0.839778,0.001694,0.000269,0.011302,NA,NA,NA,2.95210248884278e-09,682988.914212368,-0.793241431568396,-0.984111595689166,"2","3","4"
"369",369,151460002059,2,-0.237442,0.023954,0.06071,0.095555,0.223218,0.338353,4355.210473,0.859212,5.9e-05,3.4e-05,0.000949,NA,NA,NA,2.65329799739392e-09,863600.762277688,0.338352824175235,0.223218437690422,"2","3","4"
"370",370,151460003008,NA,-1.883324,0,0.072062,0.075731,NA,1.09763,110851.974987,0.819667,0.00176,0.000322,0.014734,NA,NA,NA,2.81090163729344e-09,700888.317825996,1.09763001873855,NA,NA,NA,NA
"371",371,151460002467,2,0.285584,4.3e-05,7e-06,0,0.907313,NA,25447.94445,0.831924,0.000439,7.9e-05,0.004713,0.540487,0.422958,0,2.55046292318509e-09,953063.469948212,NA,0.907313354232264,"2","3","5"
"372",372,151460000195,2,-0.144676,0.009141,0.08116,0.125103,0.115786,0.410705,96851.140485,0.861322,0.002135,0.000234,0.008704,0,0,9.384615,3.12096284903798e-09,3033701.97111229,0.41070506908604,0.115785637677021,"2","3","4"
"373",373,151460002808,2,0.723007,0.027602,0.070345,-0.022283,-1.053317,-0.997815,14200.335931,0.819132,0.00024,6.4e-05,0.002739,1.080975,0,0,2.80442396507277e-09,816177.456797238,-0.99781534992361,-1.05331694432358,"2","3","4"
"374",374,151460002096,2,-0.732038,0.011926,0.088296,0.215809,0.277265,0.403093,73358.111416,0.80304,0.001031,0.000215,0.031896,0,0,0,2.55143972946821e-09,774107.827872152,0.403092818645397,0.277264857847214,"2","3","4"
"375",375,151460002057,2,-0.758597,0.034887,0.064199,0.101405,-1.054097,-0.935711,21190.150317,0.863691,0.000312,7.4e-05,0.004047,NA,NA,NA,2.91849982102948e-09,1232987.87756925,-0.935710820464839,-1.05409696187072,"2","3","4"
"376",376,151460002060,2,0.817174,0.000594,0.060396,0.180583,1.539645,1.617704,30026.475652,0.855774,0.000409,9e-05,0.005786,NA,NA,NA,2.69824110280034e-09,800414.803915982,1.6177042358892,1.53964508054071,"2","3","5"
"377",377,151460002511,2,2.677917,0.027383,0.081328,0.156123,0.467075,0.515826,41245.494821,0.844956,0.000572,0.000121,0.005166,NA,NA,NA,2.75065386543744e-09,1069600.33498921,0.51582612669568,0.467075069908338,"2","3","4"
"378",378,151460002117,2,-0.707195,0.045277,-0.647694,-0.647758,0.360592,-0.647758,24806.243954,0.868188,0.000328,7.4e-05,0.004226,NA,NA,NA,3.01795121695715e-09,1020976.56945738,-0.647757562905721,0.360592319446483,"2","3","4"
"379",379,151460002806,2,1.14997,0.023241,1.915584,1.91577,0.641485,1.91577,14422.673495,0.819458,0.000243,6.5e-05,0.002855,NA,NA,NA,2.73800256904861e-09,632847.280584158,1.91576988432393,0.641484782618359,"2","3","5"
"380",380,151460002812,2,0.048706,0.020183,0.779805,0.779859,0.345713,0.779859,8606.520576,0.800267,0.000136,4.9e-05,0.002124,NA,NA,NA,2.50567132595547e-09,454685.615489371,0.779858973457729,0.34571250333136,"2","3","4"
"381",381,151460002753,2,0.078709,0.010619,0.074291,0.136354,-1.348666,-1.340502,47129.839968,0.805236,0.000645,0.000182,0.010434,NA,NA,NA,2.81785611138118e-09,566130.644582066,-1.34050201660365,-1.34866624151177,"2","3","3"
"382",382,151460000620,2,0.686872,0.025274,0.060269,-0.398034,-0.982862,0.430879,68663.67233,0.880719,0.001108,0.000162,0.009529,NA,NA,NA,3.16610309530096e-09,999862.306409734,0.430878679561902,-0.982862268420944,"2","3","4"
"383",383,151460002164,2,0.003915,0.023734,0.09959,0.394847,-1.142886,-0.993415,40197.729563,0.881097,0.000542,0.000103,0.004315,1.080975,0,0.505758,3.17135819575298e-09,1743939.99031739,-0.993414770430603,-1.142885538011,"2","3","4"
"384",384,151460002103,2,1.374074,0.034464,0.073631,0.200063,-1.137302,0.541172,24969.695714,0.867889,0.000258,6.9e-05,0.003728,NA,NA,NA,2.98792171457237e-09,691030.808317209,0.541171975648051,-1.13730176452731,"2","3","4"
"385",385,151460000619,2,-0.940544,0.019639,0.389945,0.38998,-1.017856,0.38998,57526.095451,0.88046,0.001039,0.000145,0.006167,0,0,0.252879,3.25264407146435e-09,1005925.14487389,0.389979572862779,-1.01785580718583,"2","3","4"
"386",386,151460000550,2,0.797542,0.013932,0.064635,0.105735,1.542974,0.341848,48739.817888,0.868903,0.001088,0.000129,0.005565,1.561045,0,0,2.43382580126466e-09,583435.960241341,0.34184783797895,1.54297429612198,"2","3","5"
"387",387,151460002136,2,0.297525,0.014053,0.079133,0.095637,-0.967477,0.532791,36972.205839,0.873571,0.000605,0.000109,0.006107,NA,NA,NA,2.97324932330961e-09,1166614.578486,0.53279093536341,-0.967476706042994,"2","3","4"
"388",388,151460002488,2,-0.822641,0.025841,0.058738,-0.132384,0.345626,0.443042,25884.44599,0.838336,0.00039,8.8e-05,0.005635,NA,NA,NA,2.90078692323767e-09,410165.677740322,0.443041670422131,0.345626065947817,"2","3","4"
"389",389,151460000622,2,-1.141192,0.010546,0.076256,0.112513,0.370034,1.580522,8777.806263,0.895538,0.000137,4.2e-05,0.001048,0.540487,0,0,3.32340864978583e-09,3245147.20804313,1.58052180911555,0.370033801470684,"2","3","4"
"390",390,151460002490,2,0.855188,0.033779,0.077346,0.075974,0.255053,-0.985071,13066.23765,0.853316,0.000185,5.5e-05,0.002243,NA,NA,NA,2.92174982615108e-09,331018.094367599,-0.985071091769358,0.255053312917219,"2","3","4"
"391",391,151460002616,2,0.090514,0.010387,0.045119,-0.499386,-0.99337,0.607878,86393.280205,0.867227,0.001387,0.000211,0.007614,0,0.845917,0,3.15077041663368e-09,1400691.78331972,0.607877722305852,-0.993370034769759,"2","3","4"
"392",392,151460002602,2,0.846248,0.0099,0.060213,0.157698,-1.180589,-0.938036,69737.314806,0.893142,0.000888,0.000136,0.002717,0,0.999942,0,2.99250201451264e-09,1252127.86082432,-0.938036401160809,-1.18058920076941,"2","3","3"
"393",393,151460002068,2,0.496651,0.029739,0.071425,0.174505,-1.4552,-1.426622,16098.789203,0.863775,0.000249,6.3e-05,0.003511,NA,NA,NA,2.99016261719329e-09,1335767.1328186,-1.42662216122779,-1.45519972362832,"2","3","3"
"394",394,151460002617,2,-0.155234,0.018635,0.392936,0.392962,0.337942,0.392962,62014.683414,0.856749,0.000985,0.000159,0.007718,NA,NA,NA,3.17118083023479e-09,1426869.58789285,0.392961993350058,0.337942015893415,"2","3","4"
"395",395,151460002113,2,2.178844,0.021146,0.074476,0.016955,-1.081587,0.488499,38092.440538,0.865292,0.000397,8.4e-05,0.005488,NA,NA,NA,2.96688450426088e-09,912789.50025728,0.488498788479791,-1.08158682744282,"2","3","4"
"396",396,151590000022,2,0.175085,0.021987,0.067561,0.272036,0.316608,-0.828812,6578.266714,0.846754,7.9e-05,3.3e-05,0.004748,NA,NA,NA,1.66971669725437e-09,238458.890939333,-0.828812139931168,0.316607906932348,"2","3","4"
"397",397,151460002687,2,-0.184874,0.020683,0.070789,-0.014635,0.127807,-0.998007,104437.553712,0.857973,0.001754,0.000276,0.00821,NA,NA,NA,3.10393220486988e-09,1666803.86837714,-0.998007311199897,0.127807443687126,"2","3","4"
"398",398,151460003410,2,2.177857,0.026651,0.299404,0.299428,-1.230199,0.299428,35817.895825,0.85407,0.000559,0.000103,0.003906,1.722353,1.392759,0,3.07794964045697e-09,1518655.78128019,0.299428215508327,-1.23019889605021,"2","3","3"
"399",399,151460003510,2,1.08196,0.044162,-0.765532,-0.765624,-0.941172,-0.765624,29035.076788,0.888063,0.000558,0.000109,0.002646,NA,NA,NA,3.00665098144838e-09,1476567.81243805,-0.765623933458782,-0.941171988425959,"2","3","4"
"400",400,151460003383,2,-1.108751,0.002424,0.68894,0.689013,-1.269448,0.689013,145183.915708,0.84336,0.002204,0.000392,0.018763,7.176471,0,0,2.82138342583985e-09,993383.183685745,0.689012851220508,-1.26944784749286,"2","3","3"
"401",401,151460003318,2,-0.652863,0.048482,0.089276,0.218858,0.560022,0.69579,15304.046165,0.832763,0.000208,6.6e-05,0.002689,NA,NA,NA,2.80471200103932e-09,786801.481844265,0.695790039731831,0.560021758805267,"2","3","5"
"402",402,151460003506,2,1.702444,0.002176,0.025958,-0.669804,-0.985529,-1.031592,206213.836181,0.85409,0.003457,0.000577,0.021834,0,0.838808,42.230769,2.92760724873115e-09,1072683.38995299,-1.03159153860083,-0.985529477738118,"2","3","4"
"403",403,151460003535,2,0.49525,0.022906,0.071045,-0.169381,-0.926975,0.451843,66031.998043,0.858568,0.000979,0.000204,0.006709,1.32101,0,0,3.07486214021515e-09,1095292.72701687,0.451843244222542,-0.926974774163534,"2","3","4"
"404",404,151460003403,NA,0.30028,0,0.084412,0.242306,NA,NA,85137.907577,0.852257,0.001222,0.000206,0.015622,0,0,0.505758,2.9368297595888e-09,805287.274301011,NA,NA,NA,NA,NA
"405",405,151460003310,2,0.816041,0.006796,0.062988,-0.020221,0.365808,0.466595,42161.274419,0.831021,0.000551,0.000141,0.008301,0,0,3.632754,2.83126174975215e-09,870566.389317401,0.466594702012535,0.36580793440067,"2","3","4"
"406",406,151460002981,2,-1.50418,0.011486,0.054688,-0.064438,-1.123645,-1.037359,1272.572696,0.830031,4.6e-05,2.7e-05,0.000215,NA,NA,NA,2.78639408562371e-09,1058215.71555789,-1.03735948041451,-1.12364543142261,"2","3","4"
"407",407,151460002666,2,-1.24002,0.02537,0.065243,-0.064134,0.326217,-0.831651,74568.058984,0.826571,0.001077,0.000183,0.011439,0.520348,0.943861,0,3.19882006675037e-09,2505878.91202523,-0.831650621165418,0.326217037379535,"2","3","4"
"408",408,151460003395,2,-0.175535,0.003919,0.067677,0.044494,0.404754,0.566643,129505.455372,0.833223,0.002036,0.000336,0.020712,0,0.845917,0,2.8630201845897e-09,1103088.13757214,0.566642746612701,0.404753574653863,"2","3","4"
"409",409,151460003170,2,0.24189,0.020794,0.043395,-0.076649,-1.154589,-1.029374,87595.385134,0.855622,0.001474,0.000238,0.007528,0,6.724683,0,3.09938558611903e-09,1809352.41655872,-1.02937374374235,-1.1545888399867,"2","3","4"
"410",410,151460000210,2,-1.279966,0.018958,0.020638,-0.446304,0.42621,0.609704,82472.05816,0.851774,0.001835,0.000212,0.007844,1.415633,0.67389,0.925167,3.16905033196717e-09,2801820.3261028,0.609704168173762,0.426210318696486,"2","3","4"
"411",411,151460003394,2,-0.160873,0.007822,-1.086821,-1.086954,-0.897452,-1.086954,88829.775244,0.846412,0.001384,0.000241,0.010858,0,0.845917,0,2.84181540584628e-09,1094469.89678665,-1.08695359204483,-0.897451641915584,"2","3","4"
"412",412,151460000628,2,-0.124704,0.026174,0.058262,-0.089888,0.465009,1.977495,42391.172078,0.862549,0.000719,0.000123,0.004507,NA,NA,NA,3.15945524017881e-09,1535320.70920797,1.97749450976043,0.465009132176752,"2","3","4"
"413",413,151460003487,2,-0.290482,0.0248,0.451293,0.451334,0.300121,0.451334,45488.066273,0.873393,0.000671,0.000142,0.00464,NA,NA,NA,3.20401925046687e-09,1401633.70260803,0.451333765495092,0.300120843618886,"2","3","4"
"414",414,151460003462,2,0.380447,0.034034,-1.018726,-1.01882,0.239013,-1.01882,39745.446726,0.866121,0.000576,0.000125,0.003837,1.080975,0,0,3.25730367142413e-09,1551353.71892688,-1.01882010438225,0.239013032174913,"2","3","4"
"415",415,151460000213,NA,-1.309716,0,5e-06,0,NA,NA,27224.070095,0.859664,0.000608,8.4e-05,0.0027,0,199.636364,0,3.27377543115248e-09,2455153.98338987,NA,NA,NA,NA,NA
"416",416,151460003302,2,-1.133802,0.021823,0.072239,0.113698,0.335556,-1.088564,5848.803911,0.821511,8.8e-05,4e-05,0.001335,NA,NA,NA,2.5907607788191e-09,496787.094353265,-1.08856393246248,0.335556167942339,"2","3","4"
"417",417,151460000204,2,0.383521,0.0064,0.069625,0.066722,1.634578,0.53144,189231.337692,0.83321,0.004444,0.000485,0.022951,1.631827,0.50755,1.64803,3.22937027146305e-09,2071925.19781111,0.53144022062109,1.63457752903832,"2","3","5"
"418",418,151460000228,2,-0.281589,0.016615,0.061967,0.120161,1.699625,0.403838,55443.086984,0.831172,0.001289,0.000153,0.007012,0,0,0.505758,3.45917480235657e-09,951394.223197974,0.403838245193664,1.69962541195053,"2","3","5"
"419",419,151460002985,2,-0.470883,0.029604,-1.341905,-1.342019,-1.433493,-1.342019,4240.774464,0.822473,0.00025,3.5e-05,0.001521,NA,NA,NA,2.64710434153498e-09,915494.847987912,-1.34201853289679,-1.43349339065859,"2","3","3"
"420",420,151460002657,2,1.863733,0.010231,0.087808,0.178215,0.622904,1.754092,27916.749836,0.850613,0.000423,8.5e-05,0.003061,0,0,0,3.3747151513357e-09,2706505.56978415,1.7540917003306,0.622904168103973,"2","3","5"
"421",421,151460003264,NA,-0.039991,0,0.086185,0.227438,NA,NA,157148.834096,0.838338,0.002068,0.000462,0.029424,NA,NA,NA,2.82600420533159e-09,631460.753938647,NA,NA,NA,NA,NA
"422",422,151460003184,2,-0.719498,0.051021,0.07257,0.833728,-0.987781,-0.887996,20401.610785,0.858984,0.000337,7.3e-05,0.002309,NA,NA,NA,2.81374731718137e-09,1035895.71786013,-0.887996431440731,-0.987780506313991,"2","3","4"
"423",423,151460000624,2,0.369004,0.011382,0.054427,-0.006036,-1.221109,-1.060167,64983.524637,0.868184,0.001101,0.000179,0.004718,0.270244,0.707896,0,3.20709625082319e-09,2701357.49114246,-1.06016653457098,-1.22110909865506,"2","3","3"
"424",424,151460003422,2,-0.751407,0.013078,0.037137,-0.371213,0.297048,0.474152,74201.216952,0.862095,0.001253,0.000203,0.00662,0.880673,0,0.337172,3.27163545965274e-09,3006479.05047412,0.474152468079308,0.297047653253794,"2","3","4"
"425",425,151460002732,2,0.201144,0.00563,0.075752,0.642681,0.074962,1.477524,12123.015568,0.851892,0.000163,5.3e-05,0.002124,NA,NA,NA,3.25410887465817e-09,707140.859490172,1.47752444758135,0.0749621631149161,"2","3","4"
"426",426,151460002904,2,0.656146,0.01524,0.06659,0.095844,-1.101768,-0.925972,69278.223831,0.860535,0.00106,0.000199,0.006846,0,0,8.662722,2.97372397295068e-09,1220459.4083323,-0.925972076756566,-1.10176840942117,"2","3","4"
