"","k3.cluster"
"151460001702",3
"151460001703",3
"151460001704",3
"151460001705",3
"151460001706",3
"151460001707",3
"151460001708",3
"151460001709",3
"151460001710",1
"151460001711",1
"151460001712",1
"151460001713",1
"151460001714",1
"151460001715",1
"151460001716",1
"151460001717",1
"151460001718",1
"151460001719",2
"151460001720",2
"151460001721",2
"151460001722",1
"151460001723",2
"151460001724",1
"151460001725",1
"151460001726",1
"151460001727",1
"151460001728",2
"151460001729",1
"151460001730",2
"151460001731",2
"151460001732",2
"151460001733",2
"151460001734",2
"151460001735",1
"151460001736",1
"151460001737",1
"151460001738",1
"151460001739",1
"151460001740",2
"151460001741",2
"151460001742",2
"151460001743",1
"151460001744",1
"151460001745",1
"151460001746",3
"151460001747",3
"151460001748",3
"151460001749",3
"151460001750",3
"151460001751",3
"151460001752",3
"151460001753",2
"151460001754",2
"151460001755",1
"151460001756",2
"151460001757",2
"151460001758",3
"151460001759",3
"151460001760",3
"151460001761",3
"151460001762",3
"151460001763",3
"151460001764",3
"151460001765",3
"151460001766",3
"151460001767",3
"151460001768",3
"151460001769",3
"151460001770",3
"151460001771",3
"151460001772",3
"151460001773",3
"151460001774",3
"151460001775",3
"151460001776",3
"151460001777",3
"151460001778",3
"151460001779",3
"151460001780",3
"151460001781",3
"151460001782",1
"151460001783",1
"151460001784",1
"151460001785",1
"151460001786",1
"151460001787",3
"151460001788",3
"151460001789",3
"151460001790",3
"151460001791",3
"151460001792",3
"151460001793",3
"151460001794",1
"151460001795",1
"151460001796",3
"151460001797",3
"151460001798",3
"151460001799",3
"151460001800",3
"151460001801",3
"151460001802",3
"151460001803",3
"151460001804",3
"151460001805",3
"151460001806",3
"151460001807",3
"151460001808",3
"151460001809",3
"151460001810",3
"151460001811",3
"151460001812",3
"151460001813",3
"151460001814",3
"151460001815",3
"151460001816",3
"151460001817",1
"151460001818",3
"151460001819",3
"151460001820",3
"151460001821",3
"151460001822",3
"151460001823",1
"151460001824",1
"151460001825",1
"151460001826",1
"151460001827",1
"151460001828",1
"151460001829",1
"151460001830",3
"151460001831",1
"151460001832",1
"151460001833",1
"151460001834",1
"151460001835",3
"151460001836",3
"151460001837",3
"151460001838",1
"151460001839",1
"151460001840",3
"151460001841",3
"151460001842",1
"151460001843",1
"151460001844",1
"151460001845",1
"151460001846",1
"151460001847",1
"151460001848",1
"151460001849",1
"151460001850",1
"151460001851",1
"151460001852",3
"151460001853",3
"151460001854",3
"151460001855",3
"151460001856",3
"151460001857",3
"151460001858",3
"151460001859",3
"151460001860",3
"151460001861",3
"151460001862",3
"151460001863",3
"151460001864",3
"151460001865",1
"151460001866",2
"151460001867",1
"151460001868",1
"151460001869",3
"151460001870",1
"151460001871",3
"151460001872",1
"151460001873",2
"151460001874",2
"151460001875",1
"151460001876",1
"151460001877",1
"151460001878",1
"151460001879",1
"151460001880",1
"151460001881",1
"151460001882",1
"151460001883",1
"151460001884",1
"151460001885",1
"151460001886",3
"151460001887",3
"151460001888",1
"151460001889",1
"151460001890",3
"151460001891",3
"151460001892",3
"151460001893",3
"151460001894",1
"151460001895",3
"151460001896",3
"151460001897",3
"151460001898",3
"151460001899",1
"151460001900",1
"151460001901",1
"151460001902",1
"151460001903",1
"151460001904",1
"151460001905",1
"151460001906",1
"151460001907",1
"151460001908",1
"151460001909",1
"151460001910",1
"151460001911",1
"151460001912",1
"151460001913",3
"151460001914",1
"151460001915",1
"151460001916",1
"151460001917",1
"151460001918",1
"151460001919",1
"151460001920",1
"151460001921",1
"151460001922",1
"151460001923",1
"151460001924",1
"151460001925",1
"151460001926",1
"151460001927",1
"151460001928",2
"151460001929",2
"151460001930",2
"151460001931",1
"151460001932",2
"151460001933",1
"151460001935",1
"151460001936",1
"151460001937",1
"151460001938",1
"151460001939",1
"151460001940",1
"151460001941",1
"151460001942",1
"151460001943",1
"151460001944",1
"151460001945",1
"151460001946",1
"151460001947",1
"151460001948",1
"151460001949",1
"151460001950",1
"151460001951",1
"151460001952",1
"151460001953",1
"151460001954",1
"151460001955",2
"151460001956",1
"151460001957",1
"151460001958",1
"151460001959",1
"151460001960",1
"151460001961",1
"151460001962",1
"151460001963",1
"151460001964",1
"151460001965",1
"151460001966",1
"151460001967",1
"151460001968",1
"151460001969",1
"151460001970",3
"151460001971",3
"151460001972",3
"151460001973",3
"151460001974",1
"151460001975",1
"151460001976",1
"151460001977",1
"151460001978",1
"151460001979",1
"151460001980",1
"151460001981",1
"151460001982",1
"151460001983",1
"151460001984",1
"151460001985",1
"151460001986",1
"151460001987",1
"151460001988",1
"151460001989",1
"151460001990",1
"151460001991",1
"151460001992",1
"151460001993",1
"151460001994",1
"151460001995",1
"151460001996",1
"151460001997",1
"151460001998",1
"151460001999",1
"151460002000",1
"151460002001",1
"151460002002",1
"151460002003",1
"151460002004",1
"151460002005",1
"151460002006",1
"151460002007",1
"151460002008",1
"151460002009",1
"151460002010",1
"151460002011",1
"151460002012",1
"151460002013",1
"151460002014",1
"151460002015",1
"151460002016",1
"151460002017",1
"151460002018",1
"151460002019",1
"151460002020",1
"151460002021",1
"151460002022",1
"151460002023",1
"151460002024",1
"151460002025",1
"151460002026",1
"151460002027",1
"151460002028",1
"151460002029",1
"151460002030",1
"151460002031",1
"151460002032",1
"151460002033",3
"151460002034",3
"151460002035",3
"151460002036",3
"151460002037",3
"151460002038",3
"151460002039",3
"151460002040",3
"151460002041",1
"151460002042",3
"151460002043",3
"151460002044",3
"151460002045",3
"151460002046",3
"151460002047",3
"151460002048",3
"151460002049",3
"151460002050",3
"151460002051",3
"151460002052",3
"151460002053",3
"151460002054",3
"151460002055",3
"151460002056",3
"151460002057",3
"151460002058",3
"151460002059",3
"151460002060",3
"151460002061",3
"151460002062",3
"151460002063",3
"151460002064",3
"151460002065",3
"151460002066",3
"151460002067",3
"151460002068",3
"151460002069",3
"151460002070",3
"151460002071",3
"151460002072",3
"151460002073",3
"151460002074",3
"151460002075",3
"151460002076",3
"151460002077",3
"151460002078",3
"151460002079",3
"151460002080",3
"151460002081",3
"151460002082",3
"151460002083",3
"151460002084",3
"151460002085",3
"151460002086",3
"151460002087",3
"151460002088",3
"151460002089",3
"151460002090",3
"151460002091",3
"151460002092",3
"151460002094",3
"151460002095",3
"151460002096",3
"151460002097",3
"151460002098",3
"151460002099",3
"151460002100",3
"151460002101",3
"151460002102",3
"151460002103",3
"151460002104",3
"151460002105",3
"151460002106",3
"151460002107",3
"151460002108",1
"151460002109",3
"151460002110",3
"151460002111",3
"151460002112",3
"151460002113",3
"151460002114",3
"151460002115",3
"151460002116",3
"151460002117",3
"151460002118",3
"151460002119",3
"151460002120",3
"151460002121",3
"151460002122",3
"151460002123",3
"151460002124",3
"151460002125",3
"151460002126",3
"151460002127",3
"151460002128",3
"151460002129",3
"151460002130",3
"151460002131",3
"151460002132",1
"151460002133",3
"151460002134",3
"151460002135",1
"151460002136",3
"151460002137",3
"151460002138",1
"151460002139",1
"151460002140",1
"151460002141",1
"151460002142",1
"151460002143",1
"151460002144",1
"151460002145",1
"151460002146",1
"151460002147",1
"151460002148",1
"151460002149",1
"151460002150",1
"151460002151",3
"151460002152",1
"151460002153",1
"151460002154",1
"151460002155",1
"151460002156",1
"151460002157",3
"151460002158",3
"151460002159",3
"151460002160",3
"151460002161",3
"151460002162",1
"151460002163",1
"151460002164",1
"151460002165",1
"151460002166",1
"151460002167",1
"151460002168",1
"151460002169",1
"151460002170",1
"151460002171",1
"151460002172",1
"151460002173",1
"151460002174",1
"151460002175",1
"151460002176",1
"151460002177",1
"151460002178",1
"151460002179",1
"151460002180",1
"151460002181",1
"151460002182",1
"151460002183",1
"151460002184",1
"151460002185",1
"151460002186",1
"151460002187",1
"151460002188",1
"151460002189",1
"151460002190",3
"151460002191",1
"151460002192",1
"151460002193",1
"151460002194",1
"151460002195",1
"151460002196",1
"151460002197",1
"151460002198",1
"151460002199",1
"151460002200",3
"151460002201",1
"151460002202",1
"151460002203",1
"151460002204",1
"151460002205",1
"151460002206",1
"151460002207",1
"151460002208",1
"151460002209",1
"151460002210",1
"151460002211",1
"151460002212",1
"151460002213",1
"151460002214",1
"151460002215",1
"151460002216",1
"151460002217",1
"151460002218",1
"151460002219",1
"151460002220",1
"151460002221",1
"151460002222",1
"151460002223",1
"151460002224",1
"151460002225",1
"151460002226",1
"151460002227",1
"151460002228",1
"151460002229",1
"151460002230",1
"151460002231",1
"151460002232",1
"151460002233",1
"151460002234",1
"151460002235",1
"151460002236",1
"151460002237",1
"151460002238",1
"151460002239",1
"151460002240",1
"151460002241",1
"151460002242",1
"151460002243",1
"151460002244",1
"151460002245",1
"151460002246",1
"151460002247",1
"151460002248",1
"151460002249",1
"151460002250",1
"151460002251",1
"151460002252",1
"151460002253",1
"151460002254",1
"151460002255",1
"151460002256",1
"151460002257",1
"151460002258",1
"151460002259",3
"151460002260",3
"151460002261",3
"151460002262",3
"151460002263",1
"151460002264",1
"151460002265",1
"151460002266",1
"151460002267",1
"151460002268",1
"151460002269",1
"151460002270",1
"151460002271",1
"151460002272",3
"151460002273",1
"151460002274",1
"151460002275",1
"151460002276",1
"151460002277",1
"151460002278",1
"151460002279",1
"151460002280",3
"151460002281",3
"151460002282",3
"151460002283",3
"151460002284",3
"151460002285",3
"151460002286",3
"151460002287",3
"151460002288",3
"151460002289",3
"151460002290",3
"151460002291",3
"151460002292",3
"151460002293",3
"151460002294",3
"151460002295",3
"151460002296",3
"151460002297",3
"151460002298",1
"151460002299",1
"151460002300",3
"151460002301",3
"151460002302",3
"151460002303",3
"151460002304",3
"151460002305",3
"151460002306",3
"151460002307",3
"151460002308",3
"151460002309",1
"151460002310",3
"151460002311",1
"151460002312",1
"151460002313",1
"151460002314",1
"151460002315",1
"151460002316",3
"151460002317",3
"151460002318",1
"151460002319",1
"151460002320",3
"151460002321",3
"151460002322",1
"151460002323",3
"151460002324",2
"151460002325",2
"151460002326",2
"151460002327",2
"151460002328",1
"151460002329",3
"151460002330",1
"151460002331",1
"151460002332",1
"151460002333",1
"151460002334",1
"151460002335",1
"151460002336",1
"151460002337",1
"151460002338",1
"151460002339",1
"151460002340",1
"151460002341",1
"151460002342",1
"151460002343",1
"151460002344",1
"151460002345",1
"151460002346",1
"151460002347",1
"151460002348",1
"151460002349",1
"151460002350",1
"151460002351",1
"151460002352",1
"151460002353",1
"151460002354",1
"151460002355",1
"151460002356",1
"151460002357",1
"151460002358",1
"151460002359",1
"151460002360",1
"151460002361",1
"151460002362",1
"151460002363",1
"151460002364",1
"151460002365",3
"151460002366",3
"151460002367",3
"151460002368",3
"151460002369",3
"151460002370",1
"151460002371",1
"151460002372",1
"151460002373",1
"151460002374",1
"151460002375",1
"151460002376",1
"151460002377",3
"151460002378",3
"151460002379",2
"151460002380",2
"151460002381",2
"151460002382",2
"151460002383",1
"151460002384",1
"151460002385",1
"151460002386",1
"151460002387",1
"151460002388",1
"151460002389",3
"151460002390",3
"151460002391",1
"151460002392",3
"151460002393",1
"151460002394",1
"151460002395",1
"151460002396",3
"151460002397",3
"151460002398",3
"151460002399",3
"151460002400",1
"151460002401",3
"151460002402",3
"151460002403",3
"151460002404",3
"151460002405",1
"151460002406",1
"151460002407",1
"151460002408",1
"151460002409",3
"151460002410",3
"151460002411",3
"151460002412",3
"151460002413",3
"151460002414",3
"151460002415",3
"151460002416",1
"151460002417",1
"151460002418",1
"151460002419",1
"151460002420",3
"151460002421",3
"151460002422",1
"151460002423",3
"151460002424",3
"151460002425",3
"151460002426",1
"151460002427",3
"151460002428",3
"151460002429",3
"151460002430",3
"151460002431",3
"151460002432",3
"151460002433",3
"151460002434",3
"151460002435",3
"151460002436",3
"151460002437",3
"151460002438",3
"151460002439",1
"151460002440",1
"151460002441",3
"151460002442",1
"151460002443",1
"151460002444",1
"151460002445",1
"151460002446",1
"151460002447",1
"151460002448",1
"151460002449",3
"151460002450",3
"151460002451",3
"151460002452",3
"151460002453",3
"151460002454",3
"151460002455",3
"151460002456",3
"151460002458",3
"151460002460",3
"151460002461",3
"151460002462",3
"151460002463",1
"151460002464",1
"151460002465",1
"151460002466",1
"151460002467",1
"151460002468",1
"151460002469",1
"151460002470",1
"151460002471",1
"151460002472",1
"151460002473",3
"151460002474",1
"151460002475",3
"151460002476",3
"151460002477",3
"151460002478",3
"151460002479",3
"151460002480",3
"151460002481",3
"151460002482",3
"151460002483",3
"151460002484",3
"151460002485",3
"151460002486",3
"151460002487",3
"151460002488",3
"151460002489",3
"151460002490",3
"151460002491",3
"151460002492",3
"151460002493",3
"151460002494",3
"151460002495",1
"151460002496",1
"151460002497",3
"151460002498",3
"151460002499",3
"151460002500",3
"151460002501",3
"151460002502",3
"151460002503",3
"151460002504",3
"151460002505",3
"151460002506",3
"151460002507",3
"151460002508",3
"151460002509",3
"151460002510",3
"151460002511",3
"151460002512",3
"151460002513",3
"151460002514",3
"151460002515",3
"151460002516",3
"151460002517",3
"151460002518",3
"151460002519",3
"151460002520",3
"151460002521",3
"151460002522",3
"151460002523",3
"151460002524",3
"151460002525",3
"151460002526",1
"151460002527",3
"151460002528",3
"151460002529",3
"151460002530",3
"151460002531",3
"151460002532",3
"151460002533",1
"151460002534",1
"151460002535",1
"151460002536",3
"151460002538",1
"151460002539",1
"151460002540",1
"151460002541",1
"151460002542",1
"151460002543",1
"151460002544",1
"151460002545",1
"151460002546",1
"151460002547",1
"151460002548",3
"151460002549",3
"151460002550",3
"151460002551",3
"151460002552",3
"151460002553",3
"151460002554",3
"151460002555",3
"151460002556",3
"151460002557",3
"151460002558",3
"151460002559",3
"151460002560",3
"151460002561",3
"151460002562",3
"151460002563",3
"151460002564",3
"151460002565",3
"151460002566",3
"151460002567",3
"151460002568",3
"151460002569",3
"151460002570",3
"151460002571",3
"151460002572",3
"151460002573",3
"151460002574",3
"151460002575",3
"151460002576",3
"151460002577",3
"151460002578",1
"151460002579",3
"151460002580",3
"151460002581",1
"151460002582",3
"151460002583",3
"151460002584",3
"151460002585",3
"151460002586",3
"151460002587",3
"151460002588",3
"151460002589",1
"151460002590",1
"151460002591",1
"151460002592",3
"151460002593",3
"151460002594",3
"151460002595",1
"151460002596",1
"151460002597",1
"151460002598",3
"151460002599",1
"151460002600",3
"151460002601",1
"151460002602",3
"151460002603",3
"151460002604",3
"151460002605",3
"151460002606",3
"151460002607",3
"151460002608",3
"151460002609",3
"151460002610",3
"151460002611",1
"151460002612",3
"151460002613",3
"151460002614",1
"151460002615",1
"151460002616",3
"151460002617",3
"151460002618",3
"151460002619",3
"151460002620",3
"151460002621",3
"151460002622",3
"151460002623",3
"151460002624",3
"151460002625",3
"151460002626",1
"151460002627",3
"151460002628",3
"151460002629",3
"151460002630",3
"151460002631",3
"151460002632",3
"151460002633",3
"151460002634",3
"151460002635",3
"151460002636",3
"151460002637",3
"151460002638",3
"151460002639",3
"151460002640",3
"151460002641",1
"151460002642",1
"151460002643",3
"151460002644",1
"151460002645",1
"151460002646",1
"151460002647",1
"151460002648",1
"151460002649",1
"151460002650",1
"151460002651",1
"151460002652",1
"151460002653",1
"151460002654",1
"151460002655",1
"151460002656",1
"151460002657",1
"151460002658",1
"151460002659",1
"151460002660",1
"151460002661",1
"151460002662",1
"151460002663",1
"151460002664",1
"151460002665",1
"151460002666",1
"151460002667",1
"151460002668",1
"151460002669",3
"151460002670",1
"151460002671",1
"151460002672",1
"151460002673",1
"151460002674",1
"151460002675",3
"151460002676",3
"151460002677",3
"151460002678",1
"151460002679",3
"151460002680",3
"151460002681",3
"151460002682",3
"151460002683",3
"151460002684",3
"151460002685",3
"151460002686",3
"151460002687",3
"151460002688",3
"151460002689",3
"151460002690",3
"151460002691",3
"151460002692",3
"151460002693",3
"151460002694",3
"151460002695",3
"151460002696",1
"151460002697",1
"151460002698",1
"151460002699",3
"151460002700",1
"151460002701",1
"151460002702",1
"151460002703",1
"151460002704",3
"151460002705",3
"151460002706",3
"151460002707",3
"151460002708",3
"151460002709",3
"151460002710",3
"151460002711",3
"151460002712",3
"151460002713",3
"151460002714",1
"151460002715",3
"151460002716",3
"151460002717",3
"151460002718",3
"151460002719",3
"151460002720",3
"151460002721",3
"151460002722",3
"151460002723",3
"151460002724",3
"151460002725",3
"151460002726",3
"151460002727",1
"151460002728",3
"151460002729",1
"151460002730",3
"151460002731",3
"151460002732",3
"151460002733",1
"151460002734",2
"151460002735",2
"151460002736",3
"151460002737",3
"151460002738",3
"151460002739",3
"151460002740",3
"151460002741",1
"151460002742",3
"151460002743",3
"151460002744",3
"151460002745",3
"151460002746",3
"151460002747",1
"151460002748",3
"151460002749",3
"151460002750",3
"151460002751",3
"151460002752",3
"151460002753",3
"151460002754",3
"151460002755",3
"151460002756",3
"151460002757",3
"151460002758",3
"151460002759",1
"151460002760",1
"151460002761",1
"151460002762",1
"151460002763",3
"151460002764",3
"151460002765",3
"151460002766",3
"151460002767",3
"151460002768",3
"151460002769",3
"151460002770",3
"151460002771",3
"151460002772",3
"151460002773",3
"151460002774",3
"151460002775",3
"151460002776",3
"151460002777",3
"151460002778",3
"151460002779",1
"151460002780",1
"151460002781",1
"151460002782",1
"151460002783",1
"151460002784",1
"151460002785",1
"151460002786",2
"151460002787",1
"151460002788",2
"151460002789",2
"151460002790",1
"151460002791",1
"151460002792",2
"151460002793",1
"151460002794",1
"151460002795",1
"151460002796",1
"151460002797",1
"151460002798",1
"151460002799",1
"151460002800",1
"151460002801",1
"151460002802",1
"151460002803",3
"151460002804",3
"151460002805",3
"151460002806",1
"151460002807",1
"151460002808",1
"151460002809",1
"151460002810",1
"151460002811",1
"151460002812",1
"151460002813",1
"151460002814",1
"151460002815",3
"151460002816",3
"151460002817",3
"151460002818",3
"151460002819",3
"151460002820",3
"151460002821",1
"151460002822",1
"151460002823",3
"151460002824",1
"151460002825",1
"151460002826",1
"151460002827",1
"151460002828",1
"151460002829",1
"151460002830",1
"151460002831",1
"151460002832",1
"151460002833",1
"151460002834",1
"151460002835",1
"151460002836",1
"151460002837",3
"151460002838",1
"151460002839",2
"151460002840",2
"151460002841",3
"151460002842",3
"151460002843",1
"151460002844",1
"151460002845",1
"151460002846",2
"151460002847",1
"151460002848",2
"151460002849",1
"151460002850",1
"151460002851",1
"151460002852",1
"151460002853",1
"151460002854",1
"151460002855",1
"151460002856",1
"151460002857",3
"151460002858",1
"151460002859",1
"151460002860",1
"151460002861",1
"151460002862",3
"151460002863",1
"151460002864",1
"151460002865",1
"151460002866",1
"151460002867",1
"151460002868",1
"151460002869",3
"151460002870",3
"151460002871",3
"151460002872",1
"151460002873",3
"151460002874",3
"151460002875",3
"151460002876",3
"151460002877",3
"151460002878",3
"151460002879",3
"151460002880",1
"151460002881",3
"151460002882",3
"151460002883",3
"151460002884",3
"151460002885",3
"151460002886",3
"151460002887",3
"151460002888",3
"151460002889",1
"151460002890",1
"151460002891",1
"151460002893",1
"151460002894",3
"151460002895",3
"151460002896",3
"151460002897",3
"151460002898",3
"151460002899",3
"151460002900",3
"151460002901",3
"151460002902",3
"151460002903",3
"151460002904",3
"151460002905",3
"151460002906",3
"151460002907",1
"151460002908",3
"151460002909",3
"151460002910",3
"151460002911",3
"151460002912",3
"151460002913",3
"151460002914",3
"151460002915",3
"151460002916",3
"151460002917",3
"151460002918",3
"151460002919",3
"151460002920",3
"151460002921",3
"151460002922",3
"151460002923",3
"151460002924",3
"151460002925",3
"151460002926",3
"151460002927",3
"151460002928",3
"151460002929",3
"151460002930",1
"151460002931",1
"151460002932",1
"151460002933",3
"151460002934",3
"151460002935",3
"151460002936",3
"151460002937",3
"151460002938",3
"151460002939",3
"151460002940",3
"151460002941",3
"151460002942",3
"151460002943",3
"151460002944",3
"151460002945",3
"151460002946",3
"151460002947",3
"151460002948",3
"151460002949",3
"151460002950",3
"151460002951",3
"151460002952",3
"151460002953",3
"151460002954",3
"151460002955",3
"151460002956",3
"151460002957",3
"151460002958",3
"151460002959",3
"151460002960",3
"151460002961",3
"151460002962",3
"151460002963",3
"151460002964",3
"151460002965",3
"151460002966",3
"151460002967",3
"151460002968",3
"151460002969",3
"151460002970",3
"151460002971",3
"151460002972",3
"151460002973",3
"151460002974",3
"151460002975",3
"151460002976",3
"151460002977",3
"151460002978",3
"151460002979",1
"151460002980",1
"151460002981",3
"151460002982",3
"151460002983",3
"151460002984",3
"151460002985",3
"151460002986",3
"151460002987",3
"151460002988",3
"151460002989",3
"151460002990",3
"151460002991",3
"151460002992",3
"151460002993",3
"151460002994",3
"151460002995",3
"151460002996",3
"151460002997",3
"151460002998",3
"151460002999",3
"151460003000",3
"151460003001",3
"151460003002",3
"151460003003",3
"151460003004",1
"151460003005",3
"151460003006",3
"151460003007",1
"151460003008",3
"151460003009",3
"151460003010",1
"151460003011",1
"151460003012",3
"151460003013",3
"151460003014",3
"151460003015",3
"151460003016",3
"151460003017",1
"151460003018",3
"151460003019",3
"151460003020",3
"151460003021",3
"151460003022",3
"151460003023",3
"151460003024",3
"151460003025",3
"151460003027",3
"151460003028",1
"151460003029",1
"151460003030",1
"151460003031",1
"151460003032",1
"151460003033",1
"151460003034",1
"151460003035",3
"151460003036",1
"151460003037",3
"151460003038",3
"151460003039",3
"151460003040",1
"151460003041",3
"151460003042",3
"151460003043",3
"151460003044",3
"151460003045",3
"151460003046",3
"151460003047",3
"151460003048",3
"151460003049",3
"151460003050",1
"151460003051",1
"151460003052",1
"151460003053",1
"151460003054",1
"151460003055",1
"151460003056",3
"151460003057",3
"151460003058",3
"151460003059",3
"151460003060",3
"151460003061",3
"151460003062",3
"151460003063",3
"151460003064",3
"151460003065",3
"151460003066",3
"151460003067",3
"151460003068",3
"151460003069",3
"151460003070",3
"151460003071",3
"151460003072",3
"151460003073",3
"151460003074",1
"151460003075",1
"151460003076",1
"151460003077",1
"151460003078",1
"151460003079",1
"151460003080",1
"151460003081",1
"151460003082",1
"151460003083",1
"151460003084",3
"151460003085",1
"151460003086",3
"151460003087",1
"151460003088",1
"151460003089",1
"151460003090",1
"151460003091",3
"151460003092",3
"151460003093",3
"151460003094",3
"151460003095",3
"151460003096",1
"151460003097",1
"151460003098",1
"151460003099",3
"151460003100",3
"151460003102",3
"151460003103",3
"151460003104",3
"151460003105",3
"151460003106",3
"151460003107",3
"151460003108",3
"151460003109",3
"151460003110",3
"151460003111",3
"151460003112",3
"151460003113",1
"151460003114",3
"151460003115",3
"151460003116",3
"151460003117",1
"151460003118",1
"151460003119",3
"151460003120",3
"151460003121",3
"151460003122",3
"151460003124",3
"151460003125",3
"151460003126",3
"151460003127",3
"151460003128",3
"151460003129",3
"151460003130",3
"151460003131",3
"151460003132",3
"151460003133",3
"151460003134",3
"151460003135",3
"151460003136",3
"151460003137",1
"151460003138",3
"151460003139",1
"151460003140",3
"151460003141",1
"151460003142",1
"151460003143",1
"151460003144",1
"151460003145",1
"151460003146",1
"151460003147",1
"151460003148",1
"151460003149",1
"151460003150",1
"151460003151",1
"151460003152",3
"151460003153",3
"151460003154",1
"151460003155",1
"151460003156",3
"151460003157",3
"151460003158",3
"151460003159",3
"151460003160",3
"151460003161",3
"151460003162",3
"151460003163",3
"151460003164",3
"151460003165",3
"151460003166",3
"151460003167",3
"151460003168",3
"151460003169",3
"151460003170",3
"151460003171",3
"151460003172",3
"151460003173",3
"151460003174",3
"151460003175",3
"151460003176",3
"151460003177",3
"151460003178",1
"151460003179",3
"151460003180",3
"151460003181",3
"151460003182",3
"151460003183",1
"151460003184",3
"151460003185",1
"151460003186",1
"151460003187",1
"151460003188",1
"151460003189",1
"151460003190",3
"151460003191",1
"151460003192",3
"151460003193",3
"151460003194",3
"151460003195",3
"151460003196",3
"151460003197",3
"151460003198",3
"151460003199",3
"151460003200",1
"151460003201",1
"151460003202",1
"151460003203",1
"151460003204",1
"151460003205",3
"151460003206",1
"151460003207",3
"151460003208",3
"151460003209",3
"151460003210",3
"151460003211",3
"151460003212",3
"151460003213",3
"151460003214",3
"151460003215",3
"151460003216",3
"151460003217",3
"151460003218",3
"151460003219",3
"151460003220",3
"151460003221",3
"151460003222",3
"151460003223",3
"151460003224",3
"151460003225",3
"151460003226",3
"151460003227",3
"151460003228",3
"151460003229",3
"151460003230",3
"151460003231",3
"151460003232",3
"151460003233",1
"151460003234",3
"151460003235",3
"151460003236",3
"151460003237",3
"151460003238",3
"151460003239",3
"151460003240",3
"151460003241",3
"151460003242",3
"151460003243",3
"151460003244",3
"151460003245",3
"151460003246",3
"151460003247",3
"151460003248",3
"151460003249",3
"151460003250",3
"151460003251",3
"151460003252",3
"151460003253",1
"151460003254",1
"151460003255",1
"151460003256",3
"151460003257",3
"151460003258",3
"151460003259",3
"151460003260",3
"151460003261",3
"151460003262",3
"151460003263",3
"151460003264",3
"151460003265",3
"151460003266",3
"151460003267",3
"151460003268",3
"151460003269",3
"151460003270",1
"151460003271",1
"151460003272",1
"151460003273",3
"151460003274",3
"151460003275",3
"151460003276",3
"151460003277",3
"151460003278",3
"151460003279",3
"151460003280",3
"151460003281",3
"151460003282",3
"151460003283",3
"151460003284",1
"151460003285",1
"151460003286",1
"151460003287",1
"151460003288",1
"151460003289",3
"151460003290",3
"151460003291",3
"151460003292",3
"151460003293",3
"151460003294",3
"151460003295",3
"151460003296",3
"151460003297",1
"151460003298",3
"151460003299",1
"151460003300",1
"151460003301",1
"151460003302",1
"151460003303",1
"151460003304",1
"151460003305",1
"151460003306",2
"151460003307",1
"151460003308",1
"151460003309",3
"151460003310",3
"151460003311",3
"151460003312",3
"151460003313",3
"151460003314",3
"151460003315",3
"151460003316",3
"151460003317",1
"151460003318",3
"151460003319",3
"151460003321",3
"151460003322",3
"151460003323",3
"151460003324",3
"151460003325",3
"151460003326",3
"151460003327",1
"151460003328",1
"151460003329",1
"151460003330",1
"151460003331",1
"151460003332",1
"151460003333",1
"151460003334",1
"151460003335",1
"151460003336",1
"151460003337",1
"151460003338",1
"151460003339",1
"151460003340",1
"151460003341",3
"151460003342",3
"151460003343",3
"151460003344",3
"151460003345",1
"151460003346",1
"151460003347",1
"151460003348",1
"151460003350",1
"151460003351",1
"151460003352",1
"151460003353",1
"151460003354",2
"151460003355",2
"151460003356",1
"151460003357",1
"151460003358",1
"151460003359",1
"151460003360",1
"151460003361",1
"151460003362",1
"151460003363",2
"151460003364",1
"151460003365",2
"151460003366",2
"151460003367",2
"151460003368",2
"151460003369",2
"151460003370",2
"151460003371",2
"151460003372",2
"151460003373",1
"151460003374",1
"151460003375",1
"151460003376",1
"151460003377",1
"151460003378",1
"151460003379",3
"151460003380",1
"151460003381",1
"151460003382",1
"151460003383",1
"151460003384",1
"151460003385",1
"151460003386",1
"151460003387",1
"151460003388",1
"151460003389",1
"151460003390",2
"151460003391",2
"151460003392",2
"151460003393",2
"151460003394",2
"151460003395",2
"151460003396",2
"151460003397",2
"151460003398",1
"151460003399",1
"151460003400",3
"151460003401",1
"151460003402",3
"151460003403",1
"151460003404",1
"151460003405",3
"151460003406",3
"151460003407",3
"151460003408",3
"151460003409",3
"151460003410",3
"151460003411",3
"151460003412",3
"151460003413",3
"151460003414",3
"151460003415",3
"151460003416",3
"151460003417",3
"151460003418",3
"151460003419",3
"151460003420",3
"151460003421",3
"151460003422",3
"151460003423",3
"151460003424",3
"151460003425",3
"151460003426",3
"151460003427",3
"151460003428",3
"151460003429",3
"151460003430",3
"151460003431",3
"151460003432",3
"151460003433",3
"151460003434",3
"151460003435",1
"151460003436",1
"151460003437",1
"151460003438",1
"151460003439",3
"151460003440",3
"151460003441",3
"151460003442",1
"151460003443",1
"151460003444",1
"151460003445",1
"151460003446",1
"151460003447",1
"151460003448",1
"151460003449",1
"151460003450",1
"151460003451",1
"151460003452",1
"151460003453",1
"151460003454",1
"151460003455",1
"151460003456",3
"151460003457",3
"151460003458",1
"151460003459",3
"151460003460",3
